Member Number,Current Plan Start Date,Current Plan End Date
10138972,20100925,20110925
10137773,20120603,20130702
10140484,20110831,20111231
10117317,20100701,20111001
10133416,20110905,20121005
10112664,20120901,20130901
10696713,20130607,20140706
10088170,20110117,20120217
10737602,20130831,20131230
10683229,20141101,20141101
10126268,20120101,20120331
10126337,20120514,20120613
10126337,20120514,20120613
10679621,20130405,20130804
10680875,20130410,20130809
10682076,20130416,20130815
10052935,20110915,20120930
10121127,20150115,20160214
10121127,20150115,20160214
10121175,20150903,20160731
10121175,20150903,20160731
10678483,20150210,20151001
10678483,20150210,20151001
10678485,20150407,20160413
10679594,20130405,20140704
10679594,20130405,20140704
10118139,20111214,20120415
10117015,20120627,20130501
10133119,20110704,20111104
10138732,20100805,20120305
10448674,20111130,20120329
10862466,20140821,20141225
10683813,20130420,20140519
10929302,20150310,20150709
10680192,20130408,20130807
10680200,20131119,20140508
10975807,20150824,20151223
10682616,20140701,20150630
10651832,20130115,20130514
10651830,20130115,20130514
10132263,20101031,20111031
10680132,20130408,20130807
10680134,20130808,20140812
10108851,20110625,20111025
10129023,20111102,20130202
10129023,20111102,20130202
10130652,20150803,20161002
10130652,20150803,20161002
10676345,20130325,20140424
10677485,20130328,20130727
10691742,20150719,20160918
10678773,20130402,20130801
10118089,20100630,20110701
10118132,20100625,20110701
10120611,20141227,20160226
10117882,20110313,20120913
10139122,20101021,20111021
10116698,20130217,20140316
10116698,20130217,20140316
10116698,20130217,20140316
10139083,20150615,20160814
10139112,20150321,20160520
10139112,20150321,20160520
10139112,20150321,20160520
10139112,20150321,20160520
10777054,20131209,20141209
10760144,20131021,20141021
10685688,20130426,20130825
10663720,20130212,20140311
10681680,20130413,20130812
10107676,20100628,20110701
10107691,20100630,20110701
10679249,20130701,20131031
10680436,20140317,20150316
10107653,20100620,20110930
10659949,20130201,20130531
10678046,20130331,20130730
10678059,20130331,20130730
10130539,20120531,20120929
10130539,20120531,20120929
10678092,20140514,20150613
10173663,20120423,20120822
10173663,20120423,20120822
10173663,20120423,20120822
10174197,20110920,20120120
10119030,20110215,20110615
10118424,20100922,20110922
10120425,20111206,20120106
10218315,20111031,20120229
10112913,20120428,20130527
10112913,20120428,20130527
10112913,20120428,20130527
10687416,20130501,20130831
10739886,20130831,20131230
10756426,20131009,20141014
10681182,20130411,20140510
10682369,20130416,20140515
10682411,20130816,20131015
10682411,20130816,20131015
10683568,20130422,20140521
10802967,20140213,20150212
10099845,20110929,20120131
10099168,20110923,20120131
10488604,20120201,20120531
10692940,20130924,20141023
10692940,20130924,20141023
10755472,20131007,20140206
10681277,20130411,20140410
10682902,20130417,20130816
10679302,20130404,20131003
10685332,20130825,20131024
10685332,20130825,20131024
10676105,20130325,20130724
10676106,20130325,20130724
10677291,20130331,20140401
10678530,20150602,20160701
10678530,20150602,20160701
10678531,20130902,20131002
10678541,20130402,20140501
10827408,20140501,20150531
10829750,20140430,20150529
10954058,20150601,20160630
10682890,20130417,20130816
10120366,20111126,20111226
10120365,20111126,20111226
10119533,20151008,20161107
10119533,20151008,20161107
10119533,20151008,20161107
10119533,20151008,20161107
10118116,20100618,20110701
10118142,20100630,20110831
10622600,20121112,20130311
10672625,20130312,20130711
10053025,20101004,20111004
10113231,20110111,20120211
10690597,20130514,20130913
10690597,20130514,20130913
10681459,20130412,20130811
10681495,20130412,20130811
10664897,20130216,20130615
10666109,20130220,20130619
10666113,20130226,20140228
10666116,20130226,20140228
10666126,20130221,20140320
10108679,20110428,20110828
10180475,20131209,20140109
10168934,20120612,20120615
10738454,20131228,20140427
10738454,20131228,20140427
10738454,20131228,20140427
10657442,20130128,20130227
10691388,20151118,20161217
10691388,20151118,20161217
10691388,20151118,20161217
10679061,20130403,20140502
10109421,20111115,20120315
10119238,20120101,20130101
10120201,20111011,20121111
10118124,20100622,20110701
10676581,20130331,20130730
10119045,20110221,20110701
10119046,20110221,20110701
10174385,20111018,20120218
10174613,20111116,20111216
10172411,20101004,20111004
10052960,20100919,20110919
10174520,20111102,20120302
10113224,20120701,20120701
10120739,20131108,20141111
10117198,20110213,20120513
10118324,20111002,20121002
10119076,20110225,20120325
10113026,20100630,20110930
10128717,20110425,20120525
10112829,20101001,20120401
10171133,20100531,20111030
10174166,20110916,20120116
10780093,20131223,20140722
10684541,20130423,20140522
10684571,20131119,20140522
10109026,20110812,20111212
10679682,20130405,20130808
10680942,20130410,20130809
10680942,20130410,20130809
10680942,20130410,20130809
10850507,20151007,20160306
10682122,20130415,20130814
10891045,20141110,20150309
10685109,20130424,20130823
10139818,20130426,20960729
10677076,20130727,20130926
10677076,20130727,20130926
10769160,20131113,20131212
10120848,20150912,20161111
10120848,20150912,20161111
10120848,20150912,20161111
10052469,20120302,20120701
10052469,20120302,20120701
10673303,20130331,20130501
10673303,20130331,20130501
10673313,20130315,20140614
10673319,20130314,20130713
10673360,20130314,20130713
10118283,20100819,20111119
10871200,20140916,20151015
10792337,20150321,20160420
10118679,20120324,20130423
10121059,20150507,20160606
10117329,20130113,20140212
10117329,20130113,20140212
10664708,20130215,20130614
10664711,20140315,20150414
10664711,20140315,20150414
10110487,20130621,20130624
10680061,20130918,20140507
10663512,20130211,20130610
10664690,20130215,20140214
10664696,20130215,20130614
10659530,20130131,20130530
10107859,20100831,20121130
10174206,20110922,20120122
10864550,20140831,20150901
10657185,20130128,20130527
10658390,20130130,20140227
10678828,20130403,20130802
10678828,20130403,20130802
10678828,20130403,20130802
10881666,20141013,20150212
10677625,20130329,20130728
10120322,20111114,20111214
10676433,20130325,20140424
10676436,20130924,20141023
10118137,20100629,20110701
10118138,20100629,20110701
10118952,20110131,20120229
10120634,20101231,20111231
10797626,20140228,20150301
10797626,20140228,20150301
10797626,20140228,20150301
10052805,20160217,20170222
10053120,20120701,20120701
10112947,20110303,20120303
10174525,20111102,20120302
10174201,20110921,20120121
10774193,20131129,20141228
10113081,20120104,20130115
10681921,20130415,20140514
10900422,20150501,20160501
10679493,20130405,20130804
10679495,20130405,20130804
10109090,20110826,20111226
10109411,20111111,20120311
10684878,20140524,20140923
10684878,20140524,20140923
10512325,20120401,20121201
10512325,20120401,20121201
10512325,20120401,20121201
10658693,20130428,20130527
10658693,20130428,20130527
10156157,20111115,20121115
10681275,20130411,20140410
10682440,20150716,20160915
10616002,20121008,20130207
10673107,20130313,20130712
10673110,20130313,20130712
10674347,20130718,20131117
10117066,20110602,20110715
10837039,20140525,20141124
10114731,20120206,20120905
10759189,20131017,20140216
10112886,20120324,20130423
10112886,20120324,20130423
10537340,20120426,20130501
10679775,20130408,20140507
10359103,20121201,20121201
10656952,20130127,20130526
10856674,20140730,20141129
10736222,20130821,20131220
10736222,20130821,20131220
10658198,20130129,20130528
10654636,20130121,20130520
10628359,20121102,20130301
10672612,20130312,20140411
10675036,20140415,20140815
10679034,20130403,20130502
10679034,20130403,20130502
10676198,20130325,20130724
10676198,20130325,20130724
10119042,20110228,20110701
10686221,20130429,20131028
10676151,20130326,20130725
10119756,20110804,20110904
10112340,20130207,20140206
10113188,20140101,20140101
10686793,20130430,20130829
10851528,20150303,20150702
10112556,20130405,20140504
10112556,20130405,20140504
10112556,20130405,20140504
10495546,20120214,20130215
10663565,20160212,20170211
10663565,20160212,20170211
10663585,20130212,20140311
10825848,20140417,20150816
10664740,20130215,20130614
10665935,20130220,20130619
10700625,20130624,20131023
10692305,20130529,20140601
10692305,20130529,20140601
10684653,20130423,20130822
10685828,20130427,20140526
10657253,20130128,20130527
10682186,20130415,20130814
10682231,20150401,20150401
10683412,20130419,20130818
10683421,20130419,20140518
10707391,20130717,20140716
10674092,20130317,20130716
10657242,20130128,20140227
10657272,20130129,20140227
10670450,20140601,20140601
10671680,20130308,20130707
10671684,20130308,20130707
10671702,20130308,20130707
10671692,20130308,20130707
10118875,20141001,20151130
10118875,20141001,20151130
10116395,20120425,20130524
10116395,20120425,20130524
10116395,20120425,20130524
10116395,20120425,20130524
10148483,20100927,20110927
10663037,20130210,20130609
10928838,20150309,20160408
10663088,20130211,20130610
10664250,20130213,20130612
10681524,20131012,20140211
10681524,20131012,20140211
10681524,20131012,20140211
10678452,20130402,20130801
10678453,20130402,20130801
10745848,20130916,20140115
10673643,20130318,20130717
10673651,20130315,20130714
10656771,20130127,20130526
10656762,20130128,20140327
10657942,20130129,20130528
10678415,20140503,20150702
10678415,20140503,20150702
10674009,20130317,20130716
10859849,20140831,20150901
10122062,20100616,20110701
10678412,20160107,20160807
10678412,20160107,20160807
10108468,20111025,20120325
10118052,20100621,20110701
10673156,20130313,20130712
10673156,20130313,20130712
10953417,20150530,20160629
10118114,20100625,20110701
10118140,20100630,20110701
10120245,20111018,20120218
10117000,20111124,20120901
10669536,20140401,20150430
10669536,20140401,20150430
10670707,20130306,20130705
10671981,20130309,20130708
10667157,20130225,20130624
10668394,20140504,20150603
10668394,20140504,20150603
10685648,20141031,20150227
10686829,20130430,20130829
10662108,20130207,20130306
10662111,20130207,20130306
10659648,20130131,20130530
10660835,20130204,20130603
10662082,20130207,20130606
10685600,20130429,20130828
10657307,20130129,20130528
10754403,20131004,20140203
10754403,20131004,20140203
10684392,20130901,20131001
10672665,20130312,20130711
10673853,20130316,20140318
10815889,20140416,20140815
10669042,20130701,20131031
10670155,20130305,20130704
10788071,20140113,20140512
10112339,20130207,20140206
10107442,20110211,20120511
10665228,20130218,20130617
10666407,20130221,20130620
10113289,20110227,20110701
10662781,20130209,20140211
10660287,20130215,20140514
10801463,20140310,20150409
10801463,20140310,20150409
10801463,20140310,20150409
10661144,20130204,20130603
10661188,20130523,20130627
10674631,20140625,20160124
10681420,20130412,20140411
10092174,20110227,20110701
10603619,20120917,20121016
10649417,20130113,20130512
10657589,20130128,20130527
10658799,20150101,20150301
10674462,20130318,20130717
10675649,20130501,20130801
10675754,20130322,20140421
10675756,20130322,20130721
10676346,20130325,20130724
10675757,20130322,20130721
10668129,20130227,20140226
10783686,20150207,20160406
10783676,20150205,20160404
10783676,20150205,20160404
10751491,20150130,20150529
10109588,20120405,20130604
10669319,20130228,20130627
10108012,20111017,20121017
10670543,20130305,20130804
10665699,20130219,20140618
10667255,20130225,20140324
10668439,20130227,20130626
10106933,20120602,20130701
10660669,20130206,20130605
10907631,20150912,20160111
10907631,20150912,20160111
10907635,20150112,20150511
10658276,20130129,20130528
10106994,20120319,20130618
10659397,20150528,20160727
10659404,20140228,20150327
10453935,20111226,20120425
10453935,20111226,20120425
10453935,20111226,20120425
10666030,20130220,20130619
10495529,20120214,20130215
10662396,20130207,20130606
10662398,20130207,20130606
10662427,20130207,20130606
10671202,20130306,20130705
10434632,20111018,20120218
